6.883795261383056641e+00,5.766125679016113281e+00,4.920098304748535156e+00,5.245943069458007812e+00,6.346198081970214844e+00,6.823171615600585938e+00,6.421259403228759766e+00,6.593750476837158203e+00,6.593750476837158203e+00,6.458245277404785156e+00,6.092237949371337891e+00,6.459153652191162109e+00,4.421628475189208984e+00,5.391141891479492188e+00,7.414976119995117188e+00,6.392135620117187500e+00,3.385336160659790039e+00,3.948788642883300781e+00,5.265118122100830078e+00,5.974933624267578125e+00,6.543213367462158203e+00,6.352887153625488281e+00,6.698644161224365234e+00,6.698644161224365234e+00,6.313391685485839844e+00,5.852714061737060547e+00,5.512273788452148438e+00,5.247613906860351562e+00,5.673332691192626953e+00,5.909774303436279297e+00,6.301870346069335938e+00,6.478662014007568359e+00,6.109869003295898438e+00,5.417465209960937500e+00
6.601048946380615234e+00,5.475225925445556641e+00,5.015982627868652344e+00,5.527786731719970703e+00,6.499774932861328125e+00,6.828066349029541016e+00,6.776846408843994141e+00,6.461938858032226562e+00,6.249219894409179688e+00,6.249219894409179688e+00,6.518884181976318359e+00,6.206757545471191406e+00,4.713775634765625000e+00,5.865669250488281250e+00,7.217740535736083984e+00,4.732504367828369141e+00,3.351436138153076172e+00,5.828350543975830078e+00,6.511139392852783203e+00,5.540557384490966797e+00,6.122778415679931641e+00,6.602172851562500000e+00,6.627630233764648438e+00,6.627630233764648438e+00,6.388127803802490234e+00,6.078996181488037109e+00,5.891933917999267578e+00,5.329116344451904297e+00,5.923938751220703125e+00,5.417179107666015625e+00,5.779239177703857422e+00,6.245699882507324219e+00,6.053433895111083984e+00,5.559904575347900391e+00
6.620762825012207031e+00,5.700042247772216797e+00,5.755051136016845703e+00,5.455337047576904297e+00,6.122462272644042969e+00,6.632524013519287109e+00,6.402854442596435547e+00,5.995983123779296875e+00,5.645255565643310547e+00,5.645255565643310547e+00,5.514354228973388672e+00,5.065338611602783203e+00,5.102838039398193359e+00,6.585701942443847656e+00,6.572951793670654297e+00,3.619102954864501953e+00,4.502315521240234375e+00,6.708978652954101562e+00,6.927349567413330078e+00,5.944472789764404297e+00,5.541821479797363281e+00,6.034715652465820312e+00,6.364812850952148438e+00,6.515951156616210938e+00,6.515951156616210938e+00,6.262518405914306641e+00,5.686263561248779297e+00,5.457309722900390625e+00,5.570850849151611328e+00,5.422093391418457031e+00,5.341228485107421875e+00,5.607323169708251953e+00,6.102149486541748047e+00,6.118660449981689453e+00
6.749758243560791016e+00,6.287089347839355469e+00,6.324562072753906250e+00,5.901494503021240234e+00,5.393313884735107422e+00,5.835144519805908203e+00,5.461423873901367188e+00,5.116068363189697266e+00,5.689406871795654297e+00,5.531558513641357422e+00,5.531558513641357422e+00,5.535545825958251953e+00,6.179763317108154297e+00,6.726705074310302734e+00,4.989585876464843750e+00,3.861014127731323242e+00,5.946466445922851562e+00,6.843591690063476562e+00,6.904101371765136719e+00,6.034947872161865234e+00,5.297340393066406250e+00,5.641911029815673828e+00,6.304033279418945312e+00,6.484762668609619141e+00,6.484762668609619141e+00,6.223367214202880859e+00,5.883953094482421875e+00,5.589028358459472656e+00,5.784189224243164062e+00,6.043560504913330078e+00,5.729667186737060547e+00,5.561586380004882812e+00,6.134542465209960938e+00,6.121294021606445312e+00
6.748025894165039062e+00,6.211249828338623047e+00,6.094707012176513672e+00,5.976559638977050781e+00,5.344160556793212891e+00,5.765468597412109375e+00,5.368854999542236328e+00,5.575619697570800781e+00,6.307581424713134766e+00,6.265007019042968750e+00,6.265007019042968750e+00,6.272703647613525391e+00,6.556862831115722656e+00,6.475467205047607422e+00,4.716115474700927734e+00,3.897346496582031250e+00,5.871061325073242188e+00,6.554189205169677734e+00,6.671691894531250000e+00,6.194293022155761719e+00,6.027575969696044922e+00,5.516306400299072266e+00,6.258076190948486328e+00,6.466854572296142578e+00,6.197111606597900391e+00,6.197111606597900391e+00,5.920206069946289062e+00,5.801933765411376953e+00,6.112288475036621094e+00,5.953862667083740234e+00,5.523499965667724609e+00,5.702150344848632812e+00,6.014066219329833984e+00,6.233602046966552734e+00
6.637193679809570312e+00,6.108428478240966797e+00,6.509324073791503906e+00,6.619679450988769531e+00,6.495730876922607422e+00,6.383791923522949219e+00,5.752841472625732422e+00,6.011983871459960938e+00,6.592232704162597656e+00,6.664864063262939453e+00,6.664864063262939453e+00,6.554619312286376953e+00,6.219007015228271484e+00,5.736606597900390625e+00,4.469114780426025391e+00,4.093937873840332031e+00,4.785235404968261719e+00,6.128810882568359375e+00,6.668036460876464844e+00,6.390727996826171875e+00,5.913205146789550781e+00,5.450558662414550781e+00,6.150488376617431641e+00,6.385853767395019531e+00,6.157714366912841797e+00,6.157714366912841797e+00,6.021956920623779297e+00,6.029732227325439453e+00,5.991412639617919922e+00,5.524841785430908203e+00,5.787984848022460938e+00,6.004038333892822266e+00,5.975944042205810547e+00,6.173327445983886719e+00
6.636094570159912109e+00,6.423748016357421875e+00,6.870807170867919922e+00,6.716016292572021484e+00,6.385872364044189453e+00,5.719568729400634766e+00,5.483235836029052734e+00,5.769979953765869141e+00,6.289239406585693359e+00,5.961211204528808594e+00,5.890223503112792969e+00,5.890223503112792969e+00,5.740486621856689453e+00,4.428552627563476562e+00,4.594101905822753906e+00,5.320218086242675781e+00,4.559352397918701172e+00,6.114168167114257812e+00,6.626470565795898438e+00,6.339072704315185547e+00,6.178304195404052734e+00,5.565857410430908203e+00,5.723429679870605469e+00,6.197846412658691406e+00,6.211317062377929688e+00,6.211317062377929688e+00,6.170564174652099609e+00,6.091866970062255859e+00,5.758973121643066406e+00,5.489895343780517578e+00,5.918961048126220703e+00,6.060277938842773438e+00,6.010609626770019531e+00,6.003982067108154297e+00
6.762114524841308594e+00,6.686812400817871094e+00,6.630277633666992188e+00,6.403925895690917969e+00,6.132515430450439453e+00,5.602927684783935547e+00,5.150609970092773438e+00,5.122963905334472656e+00,5.304741859436035156e+00,5.144941806793212891e+00,5.434221744537353516e+00,5.434221744537353516e+00,4.817794799804687500e+00,5.775644302368164062e+00,5.166722774505615234e+00,4.837848186492919922e+00,4.856814384460449219e+00,6.124671936035156250e+00,6.675458908081054688e+00,6.313364028930664062e+00,5.784274101257324219e+00,5.571146488189697266e+00,5.706056118011474609e+00,5.771161079406738281e+00,5.980364322662353516e+00,6.101373672485351562e+00,6.101373672485351562e+00,5.981237411499023438e+00,5.692915439605712891e+00,5.787090301513671875e+00,5.952592849731445312e+00,6.181220054626464844e+00,5.997350215911865234e+00,5.860895156860351562e+00
6.916269302368164062e+00,6.733996868133544922e+00,6.525122642517089844e+00,6.428068637847900391e+00,6.438713073730468750e+00,6.192464828491210938e+00,5.498998165130615234e+00,5.560341358184814453e+00,5.282956123352050781e+00,5.710237026214599609e+00,5.881210803985595703e+00,5.226872920989990234e+00,5.226872920989990234e+00,6.091195106506347656e+00,4.947441101074218750e+00,5.993622303009033203e+00,6.344009399414062500e+00,6.379286289215087891e+00,6.208641529083251953e+00,5.891170978546142578e+00,5.750118732452392578e+00,6.109346866607666016e+00,5.733321666717529297e+00,5.803449153900146484e+00,6.087721824645996094e+00,6.004262447357177734e+00,6.004262447357177734e+00,6.053438663482666016e+00,5.925170421600341797e+00,6.035159587860107422e+00,6.115685462951660156e+00,6.190171241760253906e+00,5.735071659088134766e+00,5.668905735015869141e+00
6.892761230468750000e+00,6.777717590332031250e+00,6.501052379608154297e+00,6.383956432342529297e+00,6.529026985168457031e+00,6.434377670288085938e+00,6.244236469268798828e+00,6.169479846954345703e+00,6.110388755798339844e+00,6.252224922180175781e+00,5.689517021179199219e+00,5.500672340393066406e+00,5.500672340393066406e+00,6.206761837005615234e+00,4.901893615722656250e+00,6.159762859344482422e+00,6.800343036651611328e+00,6.404489994049072266e+00,5.998784542083740234e+00,6.159957885742187500e+00,6.327938556671142578e+00,6.035807609558105469e+00,5.653914928436279297e+00,5.948175430297851562e+00,6.218270778656005859e+00,6.146110534667968750e+00,6.283200740814208984e+00,6.283200740814208984e+00,6.326122283935546875e+00,6.312001705169677734e+00,6.242108821868896484e+00,6.055049419403076172e+00,5.768833637237548828e+00,5.604512214660644531e+00
